Date,Exercise,Category,Weight (kgs),Reps,Distance,Distance Unit,Time,Comment
2015-11-11,Stiff-Legged Deadlift,Legs,0.0,0,,,,""
2015-11-11,Calf Raise On Leg Press,Legs,105.0,10,,,,""
2015-11-11,Lying Leg Curl Machine,Legs,16.0,9,,,,""
2015-11-11,Leg Extension Machine,Legs,0.0,0,,,,""
2015-11-11,Leg Press,Legs,105.0,10,,,,""
2015-11-11,Calf Raise On Leg Press,Legs,105.0,12,,,,""
2015-11-11,Leg Press,Legs,105.0,11,,,,""
2015-11-11,Lying Leg Curl Machine,Legs,16.0,10,,,,""
2015-11-11,Lying Leg Curl Machine,Legs,20.0,8,,,,""
2015-11-12,Cable Face Pull,Shoulders,32.0,13,,,,""
2015-11-12,Cable Face Pull,Shoulders,32.0,15,,,,""
2015-11-12,Cable Face Pull,Shoulders,32.0,14,,,,""
2015-11-12,Barbell Row,Back,37.5,5,,,,""
2015-11-12,Barbell Row,Back,37.5,5,,,,""
2015-11-12,Barbell Row,Back,30.0,8,,,,""
2015-11-12,Seated Cable Row,Back,36.0,9,,,,""
2015-11-12,Lat Pulldown,Back,41.0,9,,,,""
2015-11-12,Lat Pulldown,Back,41.0,10,,,,""
2015-11-12,Lat Pulldown,Back,41.0,9,,,,""
2015-11-12,Seated Cable Row,Back,36.0,7,,,,""
2015-11-12,Seated Cable Row,Back,27.0,12,,,,""
2015-11-12,Straight-Arm Cable Pushdown,Back,23.0,12,,,,""
2015-11-12,Hammer Cable Curl,Biceps,32.0,12,,,,""
2015-11-12,Straight-Arm Cable Pushdown,Back,23.0,13,,,,""
2015-11-12,Hammer Cable Curl,Biceps,32.0,11,,,,""
2015-11-12,Straight-Arm Cable Pushdown,Back,25.0,11,,,,""
2015-11-12,Hammer Cable Curl,Biceps,32.0,11,,,,""
2015-11-12,Hanging Leg Raise,Abs,2.5,8,,,,""
2015-11-12,Hanging Leg Raise,Abs,2.5,10,,,,""
2015-11-12,Hanging Leg Raise,Abs,2.5,10,,,,""
2015-11-12,Dumbbell Preacher Curl,Biceps,7.5,8,,,,""
2015-11-12,Dumbbell Preacher Curl,Biceps,7.5,12,,,,""
2015-11-12,Dumbbell Preacher Curl,Biceps,7.5,12,,,,""
2015-11-13,Flat Barbell Bench Press,Chest,40.0,5,,,,""
2015-11-13,Overhead Press,Shoulders,27.5,4,,,,""
2015-11-13,Cable Overhead Triceps Extension,Triceps,36.0,9,,,,""
2015-11-13,V-Bar Push Down,Triceps,41.0,8,,,,""
2015-11-13,Incline Dumbbell Bench Press,Chest,12.5,10,,,,""
2015-11-13,Parallel Bar Triceps Dip,Triceps,23.0,9,,,,""
2015-11-13,Flat Barbell Bench Press,Chest,42.5,5,,,,""
2015-11-13,Flat Barbell Bench Press,Chest,42.5,3,,,,""
2015-11-13,Flat Barbell Bench Press,Chest,42.5,3,,,,""
2015-11-13,Flat Barbell Bench Press,Chest,42.5,3,,,,""
2015-11-13,Overhead Press,Shoulders,27.5,4,,,,""
2015-11-13,Overhead Press,Shoulders,25.0,5,,,,""
2015-11-13,Overhead Press,Shoulders,25.0,5,,,,""
2015-11-13,Incline Dumbbell Bench Press,Chest,12.5,12,,,,""
2015-11-13,Incline Dumbbell Bench Press,Chest,12.5,12,,,,""
2015-11-13,Incline Dumbbell Bench Press,Chest,15.0,7,,,,""
2015-11-13,Parallel Bar Triceps Dip,Triceps,23.0,10,,,,""
2015-11-13,Parallel Bar Triceps Dip,Triceps,23.0,9,,,,""
2015-11-13,V-Bar Push Down,Triceps,41.0,9,,,,""
2015-11-13,V-Bar Push Down,Triceps,41.0,8,,,,""
2015-11-13,V-Bar Push Down,Triceps,41.0,8,,,,""
2015-11-13,Cable Overhead Triceps Extension,Triceps,36.0,9,,,,""
2015-11-13,Cable Overhead Triceps Extension,Triceps,36.0,8,,,,""
2015-11-13,Cable Crunch,Abs,64.0,10,,,,""
2015-11-13,Cable Crunch,Abs,64.0,11,,,,""
2015-11-13,Cable Crunch,Abs,64.0,11,,,,""
2015-11-13,Cable Crunch,Abs,55.0,15,,,,""
2015-11-14,Barbell Squat,Legs,100.0,5,,,,""
2015-11-14,Barbell Squat,Legs,100.0,4,,,,""
2015-11-14,Barbell Squat,Legs,90.0,5,,,,""
2015-11-14,Calf Raise On Leg Press,Legs,105.0,11,,,,""
2015-11-14,Cable Face Pull,Shoulders,27.0,12,,,,""
2015-11-14,Lateral Cable Raise,Shoulders,2.5,12,,,,""
2015-11-14,Calf Raise On Leg Press,Legs,105.0,11,,,,""
2015-11-14,Calf Raise On Leg Press,Legs,105.0,11,,,,""
2015-11-14,Cable Face Pull,Shoulders,27.0,12,,,,""
2015-11-14,Cable Face Pull,Shoulders,27.0,12,,,,""
2015-11-14,Lateral Cable Raise,Shoulders,2.5,12,,,,""
2015-11-14,Lateral Cable Raise,Shoulders,2.5,12,,,,""
2015-11-14,Front Cable Raise,Shoulders,11.0,10,,,,""
2015-11-14,Front Cable Raise,Shoulders,11.0,10,,,,""
2015-11-14,Front Cable Raise,Shoulders,11.0,10,,,,""
2015-11-16,Deadlift,Back,107.5,4,,,,""
2015-11-16,Cable Face Pull,Shoulders,32.0,15,,,,""
2015-11-16,Lat Pulldown,Back,36.0,12,,,,"Close grip handle"
2015-11-16,Seated Cable Row,Back,36.0,9,,,,""
2015-11-16,Hammer Cable Curl,Biceps,32.0,12,,,,""
2015-11-16,Dumbbell Preacher Curl,Biceps,7.5,6,,,,""
2015-11-16,Cable Face Pull,Shoulders,32.0,15,,,,""
2015-11-16,Cable Face Pull,Shoulders,32.0,15,,,,""
2015-11-16,Cable Crunch,Abs,64.0,10,,,,""
2015-11-16,Lat Pulldown,Back,36.0,11,,,,""
2015-11-16,Lat Pulldown,Back,36.0,11,,,,"Underhand"
2015-11-16,Lat Pulldown,Back,41.0,8,,,,""
2015-11-16,Seated Cable Row,Back,36.0,10,,,,""
2015-11-16,Seated Cable Row,Back,36.0,11,,,,""
2015-11-16,Hammer Cable Curl,Biceps,32.0,12,,,,""
2015-11-16,Cable Crunch,Abs,64.0,10,,,,""
2015-11-16,Hammer Cable Curl,Biceps,32.0,10,,,,""
2015-11-16,Cable Crunch,Abs,64.0,10,,,,""
2015-11-16,Dumbbell Preacher Curl,Biceps,7.5,6,,,,""
2015-11-16,Dumbbell Preacher Curl,Biceps,7.5,6,,,,""
2015-11-17,Flat Barbell Bench Press,Chest,42.5,5,,,,""
2015-11-17,Overhead Press,Shoulders,25.0,5,,,,""
2015-11-17,Incline Dumbbell Bench Press,Chest,12.5,12,,,,""
2015-11-17,Lateral Machine Raise,Shoulders,23.0,12,,,,""
2015-11-17,Parallel Bar Triceps Dip,Triceps,23.0,10,,,,""
2015-11-17,Cable Overhead Triceps Extension,Triceps,36.0,7,,,,""
2015-11-17,V-Bar Push Down,Triceps,41.0,8,,,,""
2015-11-17,Flat Barbell Bench Press,Chest,42.5,5,,,,""
2015-11-17,Flat Barbell Bench Press,Chest,42.5,3,,,,""
2015-11-17,Flat Barbell Bench Press,Chest,42.5,3,,,,""
2015-11-17,Flat Barbell Bench Press,Chest,40.0,4,,,,""
2015-11-17,Overhead Press,Shoulders,27.5,5,,,,""
2015-11-17,Overhead Press,Shoulders,27.5,4,,,,""
2015-11-17,Overhead Press,Shoulders,27.5,4,,,,""
2015-11-17,Overhead Press,Shoulders,30.0,4,,,,""
2015-11-17,Incline Dumbbell Bench Press,Chest,15.0,8,,,,""
2015-11-17,Incline Dumbbell Bench Press,Chest,15.0,7,,,,""
2015-11-17,Incline Dumbbell Bench Press,Chest,15.0,7,,,,""
2015-11-17,Incline Dumbbell Bench Press,Chest,12.5,9,,,,""
2015-11-17,Lateral Machine Raise,Shoulders,23.0,13,,,,""
2015-11-17,Lateral Machine Raise,Shoulders,23.0,12,,,,""
2015-11-17,Parallel Bar Triceps Dip,Triceps,18.0,8,,,,""
2015-11-17,V-Bar Push Down,Triceps,41.0,9,,,,""
2015-11-17,V-Bar Push Down,Triceps,41.0,8,,,,""
2015-11-17,Cable Overhead Triceps Extension,Triceps,36.0,8,,,,""
2015-11-17,Cable Overhead Triceps Extension,Triceps,36.0,9,,,,""
2015-11-18,Leg Press,Legs,105.0,12,,,,""
2015-11-18,Calf Raise On Leg Press,Legs,105.0,12,,,,""
2015-11-18,Lying Leg Curl Machine,Legs,20.0,12,,,,""
2015-11-18,Leg Extension Machine,Legs,0.0,0,,,,""
2015-11-18,Leg Press,Legs,105.0,12,,,,""
2015-11-18,Leg Press,Legs,105.0,12,,,,""
2015-11-18,Leg Press,Legs,110.0,10,,,,""
2015-11-18,Leg Press,Legs,110.0,10,,,,""
2015-11-18,Leg Press,Legs,110.0,10,,,,""
2015-11-18,Lying Leg Curl Machine,Legs,23.0,11,,,,""
2015-11-18,Lying Leg Curl Machine,Legs,23.0,11,,,,""
2015-11-18,Lying Leg Curl Machine,Legs,23.0,12,,,,""
2015-11-18,Lying Leg Curl Machine,Legs,23.0,12,,,,""
2015-11-18,Lying Leg Curl Machine,Legs,23.0,11,,,,""
2015-11-18,Calf Raise On Leg Press,Legs,105.0,12,,,,""
2015-11-18,Calf Raise On Leg Press,Legs,105.0,10,,,,""
2015-11-18,Calf Raise On Leg Press,Legs,100.0,12,,,,""
2015-11-18,Hanging Leg Raise,Abs,2.5,8,,,,""
2015-11-18,Calf Raise On Leg Press,Legs,100.0,12,,,,""
2015-11-18,Hanging Leg Raise,Abs,2.5,10,,,,""
2015-11-18,Hanging Leg Raise,Abs,2.5,10,,,,""
2015-11-19,Cable Face Pull,Shoulders,27.0,12,,,,""
2015-11-19,Barbell Row,Back,35.0,5,,,,""
2015-11-19,Lat Pulldown,Back,41.0,9,,,,""
2015-11-19,Seated Cable Row,Back,36.0,10,,,,""
2015-11-19,Hammer Cable Curl,Biceps,32.0,8,,,,""
2015-11-19,Dumbbell Preacher Curl,Biceps,0.0,0,,,,""
2015-11-19,Cable Face Pull,Shoulders,32.0,13,,,,""
2015-11-19,Cable Face Pull,Shoulders,32.0,15,,,,""
2015-11-19,Barbell Row,Back,37.5,5,,,,""
2015-11-19,Barbell Row,Back,40.0,4,,,,""
2015-11-19,Barbell Row,Back,40.0,4,,,,""
2015-11-19,Lat Pulldown,Back,41.0,10,,,,""
2015-11-19,Lat Pulldown,Back,41.0,10,,,,""
2015-11-19,Lat Pulldown,Back,41.0,8,,,,""
2015-11-19,Seated Cable Row,Back,36.0,11,,,,""
2015-11-19,Seated Cable Row,Back,36.0,12,,,,""
2015-11-19,Seated Cable Row,Back,27.0,12,,,,""
2015-11-19,Hammer Cable Curl,Biceps,27.0,12,,,,""
2015-11-19,Hammer Cable Curl,Biceps,27.0,12,,,,""
2015-11-19,Cable Crunch,Abs,64.0,8,,,,""
2015-11-19,Bicep 21s,Biceps,21.0,21,,,,""
2015-11-19,Bicep 21s,Biceps,23.0,21,,,,""
2015-11-19,Cable Crunch,Abs,64.0,8,,,,""
2015-11-19,Cable Crunch,Abs,59.0,12,,,,""
2015-11-19,Bicep 21s,Biceps,23.0,21,,,,""
2015-11-20,Flat Barbell Bench Press,Chest,42.5,5,,,,""
2015-11-20,Flat Barbell Bench Press,Chest,42.5,5,,,,""
2015-11-20,Flat Barbell Bench Press,Chest,42.5,4,,,,""
2015-11-20,Flat Barbell Bench Press,Chest,42.5,4,,,,""
2015-11-20,Overhead Press,Shoulders,20.0,9,,,,""
2015-11-20,Incline Dumbbell Bench Press,Chest,15.0,7,,,,""
2015-11-20,Parallel Bar Triceps Dip,Triceps,18.0,8,,,,""
2015-11-20,Cable Overhead Triceps Extension,Triceps,32.0,15,,,,""
2015-11-20,V-Bar Push Down,Triceps,41.0,8,,,,""
2015-11-20,Flat Barbell Bench Press,Chest,45.0,3,,,,""
2015-11-20,Overhead Press,Shoulders,20.0,12,,,,""
2015-11-20,Overhead Press,Shoulders,20.0,12,,,,""
2015-11-20,Overhead Press,Shoulders,20.0,12,,,,""
2015-11-20,Overhead Press,Shoulders,25.0,5,,,,""
2015-11-20,Incline Dumbbell Bench Press,Chest,15.0,8,,,,""
2015-11-20,Incline Dumbbell Bench Press,Chest,15.0,8,,,,""
2015-11-20,Incline Dumbbell Bench Press,Chest,15.0,6,,,,""
2015-11-20,Incline Dumbbell Bench Press,Chest,12.5,10,,,,""
2015-11-20,Parallel Bar Triceps Dip,Triceps,18.0,8,,,,""
2015-11-20,Parallel Bar Triceps Dip,Triceps,18.0,8,,,,""
2015-11-20,V-Bar Push Down,Triceps,36.0,15,,,,""
2015-11-20,V-Bar Push Down,Triceps,36.0,13,,,,""
2015-11-20,Cable Overhead Triceps Extension,Triceps,36.0,12,,,,""
2015-11-20,Cable Overhead Triceps Extension,Triceps,36.0,8,,,,""
2015-11-23,Deadlift,Back,90.0,5,,,,""
2015-11-23,Cable Face Pull,Shoulders,21.0,15,,,,""
2015-11-23,Lat Pulldown,Back,32.0,12,,,,""
2015-11-23,Seated Cable Row,Back,27.0,15,,,,""
2015-11-23,Hammer Cable Curl,Biceps,25.0,12,,,,""
2015-11-23,Deadlift,Back,95.0,5,,,,""
2015-11-23,Cable Face Pull,Shoulders,23.0,15,,,,""
2015-11-23,Cable Face Pull,Shoulders,23.0,15,,,,""
2015-11-23,Cable Face Pull,Shoulders,23.0,15,,,,""
2015-11-23,Lat Pulldown,Back,32.0,12,,,,""
2015-11-23,Lat Pulldown,Back,32.0,12,,,,""
2015-11-23,Lat Pulldown,Back,36.0,12,,,,""
2015-11-23,Seated Cable Row,Back,27.0,15,,,,""
2015-11-23,Seated Cable Row,Back,27.0,15,,,,""
2015-11-23,Seated Cable Row,Back,36.0,12,,,,""
2015-11-23,Hammer Cable Curl,Biceps,25.0,12,,,,""
2015-11-23,Hammer Cable Curl,Biceps,25.0,12,,,,""
2015-11-24,Flat Barbell Bench Press,Chest,37.5,5,,,,""
2015-11-24,Overhead Press,Shoulders,20.0,5,,,,""
2015-11-24,Incline Dumbbell Bench Press,Chest,10.0,12,,,,""
2015-11-24,Lateral Machine Raise,Shoulders,18.0,12,,,,""
2015-11-24,Cable Overhead Triceps Extension,Triceps,27.0,12,,,,""
2015-11-24,V-Bar Push Down,Triceps,32.0,12,,,,""
2015-11-24,Parallel Bar Triceps Dip,Triceps,27.0,10,,,,""
2015-11-24,Flat Barbell Bench Press,Chest,37.5,5,,,,""
2015-11-24,Flat Barbell Bench Press,Chest,37.5,5,,,,""
2015-11-24,Flat Barbell Bench Press,Chest,37.5,5,,,,""
2015-11-24,Flat Barbell Bench Press,Chest,37.5,5,,,,""
2015-11-24,Overhead Press,Shoulders,20.0,5,,,,""
2015-11-24,Overhead Press,Shoulders,20.0,5,,,,""
2015-11-24,Overhead Press,Shoulders,20.0,5,,,,""
2015-11-24,Overhead Press,Shoulders,20.0,5,,,,""
2015-11-24,Incline Dumbbell Bench Press,Chest,10.0,12,,,,""
2015-11-24,Incline Dumbbell Bench Press,Chest,10.0,12,,,,""
2015-11-24,Lateral Machine Raise,Shoulders,18.0,12,,,,""
2015-11-24,Lateral Machine Raise,Shoulders,18.0,12,,,,""
2015-11-24,Parallel Bar Triceps Dip,Triceps,27.0,8,,,,""
2015-11-24,Parallel Bar Triceps Dip,Triceps,27.0,10,,,,""
2015-11-24,V-Bar Push Down,Triceps,32.0,12,,,,""
2015-11-24,V-Bar Push Down,Triceps,32.0,12,,,,""
2015-11-24,Cable Overhead Triceps Extension,Triceps,27.0,12,,,,""
2015-11-24,Cable Overhead Triceps Extension,Triceps,27.0,12,,,,""
2015-11-25,Barbell Squat,Legs,80.0,5,,,,""
2015-11-25,Stiff-Legged Deadlift,Legs,40.0,12,,,,""
2015-11-25,Leg Press,Legs,80.0,8,,,,""
2015-11-25,Calf Raise On Leg Press,Legs,80.0,12,,,,""
2015-11-25,Lying Leg Curl Machine,Legs,14.0,8,,,,""
2015-11-25,Leg Extension Machine,Legs,20.0,12,,,,""
2015-11-25,Barbell Squat,Legs,80.0,5,,,,""
2015-11-25,Barbell Squat,Legs,80.0,5,,,,""
2015-11-25,Barbell Squat,Legs,60.0,5,,,,""
2015-11-25,Stiff-Legged Deadlift,Legs,40.0,12,,,,""
2015-11-25,Stiff-Legged Deadlift,Legs,40.0,12,,,,""
2015-11-25,Leg Press,Legs,80.0,10,,,,""
2015-11-25,Calf Raise On Leg Press,Legs,80.0,12,,,,""
2015-11-25,Leg Press,Legs,80.0,10,,,,""
2015-11-25,Calf Raise On Leg Press,Legs,80.0,12,,,,""
2015-11-25,Lying Leg Curl Machine,Legs,14.0,12,,,,""
2015-11-25,Lying Leg Curl Machine,Legs,14.0,12,,,,""
2015-11-25,Leg Extension Machine,Legs,27.0,12,,,,""
2015-11-25,Leg Extension Machine,Legs,27.0,12,,,,""
2015-11-26,Barbell Row,Back,20.0,8,,,,""
2015-11-26,Cable Face Pull,Shoulders,21.0,15,,,,""
2015-11-26,Lat Pulldown,Back,32.0,12,,,,""
2015-11-26,Seated Cable Row,Back,27.0,15,,,,""
2015-11-26,Hammer Cable Curl,Biceps,23.0,12,,,,""
2015-11-26,Barbell Row,Back,20.0,10,,,,""
2015-11-26,Barbell Row,Back,20.0,10,,,,""
2015-11-26,Barbell Row,Back,20.0,12,,,,""
2015-11-26,Barbell Row,Back,25.0,10,,,,""
2015-11-26,Cable Face Pull,Shoulders,23.0,15,,,,""
2015-11-26,Cable Face Pull,Shoulders,23.0,15,,,,""
2015-11-26,Cable Face Pull,Shoulders,23.0,15,,,,""
2015-11-26,Lat Pulldown,Back,32.0,12,,,,""
2015-11-26,Lat Pulldown,Back,32.0,12,,,,""
2015-11-26,Seated Cable Row,Back,27.0,15,,,,""
2015-11-26,Seated Cable Row,Back,27.0,15,,,,""
2015-11-26,Hammer Cable Curl,Biceps,23.0,12,,,,""
2015-11-26,Hammer Cable Curl,Biceps,23.0,12,,,,""
2015-11-27,Flat Barbell Bench Press,Chest,30.0,12,,,,""
2015-11-27,Flat Barbell Bench Press,Chest,30.0,12,,,,""
2015-11-27,Flat Barbell Bench Press,Chest,30.0,12,,,,""
2015-11-27,Flat Barbell Bench Press,Chest,32.5,12,,,,""
2015-11-27,Overhead Press,Shoulders,20.0,5,,,,""
2015-11-27,Incline Dumbbell Bench Press,Chest,10.0,12,,,,""
2015-11-27,Parallel Bar Triceps Dip,Triceps,27.0,10,,,,""
2015-11-27,Cable Overhead Triceps Extension,Triceps,27.0,12,,,,""
2015-11-27,V-Bar Push Down,Triceps,32.0,12,,,,""
2015-11-27,Overhead Press,Shoulders,20.0,5,,,,""
2015-11-27,Overhead Press,Shoulders,20.0,5,,,,""
2015-11-27,Overhead Press,Shoulders,20.0,5,,,,""
2015-11-27,Overhead Press,Shoulders,20.0,5,,,,""
2015-11-27,Incline Dumbbell Bench Press,Chest,10.0,12,,,,""
2015-11-27,Incline Dumbbell Bench Press,Chest,10.0,12,,,,""
2015-11-27,Parallel Bar Triceps Dip,Triceps,27.0,10,,,,""
2015-11-27,Parallel Bar Triceps Dip,Triceps,27.0,10,,,,""
2015-11-27,V-Bar Push Down,Triceps,32.0,12,,,,""
2015-11-27,V-Bar Push Down,Triceps,32.0,12,,,,""
2015-11-27,Cable Overhead Triceps Extension,Triceps,27.0,12,,,,""
2015-11-27,Cable Overhead Triceps Extension,Triceps,27.0,12,,,,""
2015-11-28,Barbell Squat,Legs,80.0,5,,,,""
2015-11-28,Barbell Squat,Legs,80.0,5,,,,""
2015-11-28,Barbell Squat,Legs,80.0,5,,,,""
2015-11-28,Seated Calf Raise Machine,Legs,25.0,14,,,,""
2015-11-28,Seated Calf Raise Machine,Legs,25.0,13,,,,""
2015-11-28,Seated Calf Raise Machine,Legs,25.0,14,,,,""
2015-11-28,Lateral Machine Raise,Shoulders,18.0,12,,,,""
2015-11-28,Lateral Machine Raise,Shoulders,18.0,12,,,,""
2015-11-28,Lateral Machine Raise,Shoulders,18.0,12,,,,""
2015-11-28,Calf Raise On Leg Press,Legs,70.0,12,,,,""
2015-11-28,Calf Raise On Leg Press,Legs,70.0,12,,,,""
2015-11-28,Calf Raise On Leg Press,Legs,70.0,12,,,,""
2015-11-28,Cable Face Pull,Shoulders,21.0,15,,,,""
2015-11-28,Cable Face Pull,Shoulders,23.0,15,,,,""
2015-11-28,Cable Face Pull,Shoulders,23.0,15,,,,""
2015-11-28,Front Plate Raise,Shoulders,10.0,8,,,,""
2015-11-28,Front Plate Raise,Shoulders,10.0,10,,,,""
2015-11-28,Lateral Cable Raise,Shoulders,2.5,12,,,,""
2015-11-28,Front Plate Raise,Shoulders,10.0,10,,,,""
2015-11-28,Lateral Cable Raise,Shoulders,2.5,12,,,,""
2015-11-28,Lateral Cable Raise,Shoulders,7.0,8,,,,""
2015-11-30,Cable Face Pull,Shoulders,32.0,14,,,,""
2015-11-30,Deadlift,Back,110.0,4,,,,""
2015-11-30,Lat Pulldown,Back,41.0,9,,,,""
2015-11-30,Seated Cable Row,Back,36.0,12,,,,""
2015-11-30,Hammer Cable Curl,Biceps,32.0,10,,,,""
2015-11-30,Cable Face Pull,Shoulders,32.0,14,,,,""
2015-11-30,Cable Face Pull,Shoulders,32.0,14,,,,""
2015-11-30,Seated Cable Row,Back,36.0,12,,,,""
2015-11-30,Seated Cable Row,Back,41.0,8,,,,""
2015-11-30,Seated Cable Row,Back,41.0,9,,,,""
2015-11-30,Lat Pulldown,Back,41.0,10,,,,""
2015-11-30,Lat Pulldown,Back,41.0,10,,,,""
2015-11-30,Hammer Cable Curl,Biceps,32.0,12,,,,""
2015-11-30,Hammer Cable Curl,Biceps,32.0,12,,,,""
2015-11-30,Bicep 21s,Biceps,23.0,21,,,,""
2015-11-30,Bicep 21s,Biceps,25.0,21,,,,""
2015-11-30,Bicep 21s,Biceps,25.0,21,,,,""
2015-11-30,Forearm  Curls,Biceps,41.0,8,,,,"Overhand"
2015-11-30,Forearm  Curls,Biceps,36.0,14,,,,""
2015-12-01,Flat Barbell Bench Press,Chest,40.0,5,,,,""
2015-12-01,Overhead Press,Shoulders,22.5,7,,,,""
2015-12-01,Incline Dumbbell Bench Press,Chest,15.0,8,,,,""
2015-12-01,Lateral Machine Raise,Shoulders,18.0,8,,,,""
2015-12-01,Cable Overhead Triceps Extension,Triceps,27.0,12,,,,""
2015-12-01,V-Bar Push Down,Triceps,32.0,12,,,,""
2015-12-01,Flat Barbell Bench Press,Chest,42.5,3,,,,""
2015-12-01,Flat Barbell Bench Press,Chest,42.5,4,,,,""
2015-12-01,Flat Barbell Bench Press,Chest,42.5,3,,,,""
2015-12-01,Flat Barbell Bench Press,Chest,35.0,5,,,,""
2015-12-01,Overhead Press,Shoulders,22.5,8,,,,""
2015-12-01,Overhead Press,Shoulders,22.5,6,,,,""
2015-12-01,Incline Dumbbell Bench Press,Chest,15.0,7,,,,""
2015-12-01,Incline Dumbbell Bench Press,Chest,15.0,7,,,,""
2015-12-01,Incline Dumbbell Bench Press,Chest,12.5,9,,,,""
2015-12-01,Lateral Machine Raise,Shoulders,23.0,12,,,,""
2015-12-01,Lateral Machine Raise,Shoulders,23.0,12,,,,""
2015-12-01,V-Bar Push Down,Triceps,36.0,12,,,,""
2015-12-01,V-Bar Push Down,Triceps,41.0,9,,,,""
2015-12-01,Cable Overhead Triceps Extension,Triceps,36.0,12,,,,""
2015-12-01,Cable Overhead Triceps Extension,Triceps,36.0,12,,,,""
2015-12-02,Calf Raise On Leg Press,Legs,105.0,10,,,,""
2015-12-02,Calf Raise On Leg Press,Legs,105.0,12,,,,""
2015-12-02,Calf Raise On Leg Press,Legs,105.0,12,,,,""
2015-12-02,Barbell Squat,Legs,90.0,5,,,,""
2015-12-02,Stiff-Legged Deadlift,Legs,40.0,12,,,,""
2015-12-02,Leg Press,Legs,90.0,12,,,,""
2015-12-02,Lying Leg Curl Machine,Legs,14.0,9,,,,""
2015-12-02,Leg Extension Machine,Legs,27.0,12,,,,""
2015-12-02,Barbell Squat,Legs,100.0,5,,,,""
2015-12-02,Barbell Squat,Legs,100.0,4,,,,""
2015-12-02,Stiff-Legged Deadlift,Legs,50.0,11,,,,""
2015-12-02,Stiff-Legged Deadlift,Legs,50.0,11,,,,""
2015-12-02,Leg Press,Legs,90.0,12,,,,""
2015-12-02,Leg Press,Legs,90.0,12,,,,""
2015-12-02,Lying Leg Curl Machine,Legs,14.0,12,,,,""
2015-12-02,Lying Leg Curl Machine,Legs,16.0,12,,,,""
2015-12-02,Leg Extension Machine,Legs,34.0,12,,,,""
2015-12-02,Leg Extension Machine,Legs,38.0,12,,,,""
2015-12-03,Cable Face Pull,Shoulders,32.0,14,,,,""
2015-12-03,Barbell Row,Back,40.0,4,,,,""
2015-12-03,Lat Pulldown,Back,41.0,10,,,,""
2015-12-03,Seated Cable Row,Back,41.0,7,,,,""
2015-12-03,Hammer Cable Curl,Biceps,32.0,10,,,,""
2015-12-03,Dumbbell Preacher Curl,Biceps,0.0,0,,,,""
2015-12-03,Cable Face Pull,Shoulders,32.0,15,,,,""
2015-12-03,Cable Face Pull,Shoulders,32.0,14,,,,""
2015-12-03,Barbell Row,Back,40.0,5,,,,""
2015-12-03,Barbell Row,Back,40.0,4,,,,""
2015-12-03,Lat Pulldown,Back,41.0,11,,,,""
2015-12-03,Lat Pulldown,Back,41.0,8,,,,""
2015-12-03,Seated Cable Row,Back,36.0,13,,,,""
2015-12-03,Seated Cable Row,Back,36.0,13,,,,""
2015-12-03,Hammer Cable Curl,Biceps,32.0,11,,,,""
2015-12-03,Hammer Cable Curl,Biceps,23.0,12,,,,""
2015-12-03,Bicep 21s,Biceps,25.0,21,,,,""
2015-12-03,Cable Crunch,Abs,58.0,12,,,,""
2015-12-03,Cable Crunch,Abs,58.0,12,,,,""
2015-12-03,Cable Crunch,Abs,58.0,12,,,,""
2015-12-04,Overhead Press,Shoulders,30.0,4,,,,""
2015-12-04,Overhead Press,Shoulders,30.0,3,,,,""
2015-12-04,Overhead Press,Shoulders,25.0,5,,,,""
2015-12-04,Overhead Press,Shoulders,27.5,5,,,,""
2015-12-04,Overhead Press,Shoulders,27.5,5,,,,""
2015-12-04,Overhead Press,Shoulders,27.5,5,,,,""
2015-12-04,Flat Barbell Bench Press,Chest,35.0,8,,,,""
2015-12-04,Flat Barbell Bench Press,Chest,35.0,10,,,,""
2015-12-04,Flat Barbell Bench Press,Chest,35.0,9,,,,""
2015-12-04,Incline Dumbbell Bench Press,Chest,15.0,7,,,,""
2015-12-04,Parallel Bar Triceps Dip,Triceps,18.0,8,,,,""
2015-12-04,Cable Overhead Triceps Extension,Triceps,27.0,12,,,,""
2015-12-04,Incline Dumbbell Bench Press,Chest,15.0,8,,,,""
2015-12-04,Incline Dumbbell Bench Press,Chest,15.0,8,,,,""
2015-12-04,Incline Dumbbell Bench Press,Chest,12.5,9,,,,""
2015-12-04,Parallel Bar Triceps Dip,Triceps,18.0,8,,,,""
2015-12-04,Parallel Bar Triceps Dip,Triceps,18.0,6,,,,""
2015-12-04,Rope Push Down,Triceps,21.0,9,,,,""
2015-12-04,Rope Push Down,Triceps,21.0,9,,,,""
2015-12-04,Rope Push Down,Triceps,21.0,9,,,,""
2015-12-04,V-Bar Push Down,Triceps,32.0,12,,,,""
2015-12-04,V-Bar Push Down,Triceps,32.0,12,,,,""
2015-12-04,V-Bar Push Down,Triceps,36.0,8,,,,""
2015-12-04,Cable Overhead Triceps Extension,Triceps,32.0,15,,,,""
2015-12-04,Cable Overhead Triceps Extension,Triceps,32.0,15,,,,""
2015-12-04,Cable Overhead Triceps Extension,Triceps,32.0,11,,,,""
2015-12-05,Barbell Squat,Legs,90.0,5,,,,""
2015-12-05,Barbell Squat,Legs,90.0,5,,,,""
2015-12-05,Barbell Squat,Legs,90.0,5,,,,""
2015-12-05,Seated Calf Raise Machine,Legs,15.0,11,,,,""
